project,owner,status,countries,type,lat,lng,route,url,capacity1,capacity_unit1
Yela–Soria Gas Pipeline,Enagás,operating,Spain,Gas,,,"40.8067355, -2.82259812: 40.90723557, -2.91741369: 40.96137312, -2.86855785: 41.03927836, -2.86855785: 41.08417291, -2.76820534: 41.08549334, -2.64672597: 41.15811687, -2.59522928: 41.20279824, -2.57582263: 41.37303688, -2.57158839: 41.5626007, -2.61801218: 41.66601336, -2.37897942",https://gem.wiki/Yela–Soria_Gas_Pipeline,,
Zahara De Los Atunes–Cordoba Gas Pipeline,Enagás,operating,Spain,Gas,,,"37.906043968102, -4.67998: 37.4895526085383, -4.83792:  36.7554443772627, -5.81247: 36.7550847114311, -5.81292:  36.1288283781378, -5.83354",https://gem.wiki/Zahara_De_Los_Atunes–Cordoba_Gas_Pipeline,,
Zamora–Valladolid Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.50600018, -5.64400011:41.65519995, -4.72369789",https://gem.wiki/Zamora–Valladolid_Gas_Pipeline,,
Zaragoza–Huesca Gas Pipeline,Enagás,operating,Spain,Gas,,,"41.64600043, -0.88299868: 41.72183287, -0.8624857: 41.73991473, -0.82180152: 41.77607845, -0.7856378: 41.84388542, -0.76755594: 41.87100821, -0.7223513: 41.94333564, -0.69070805: 41.97497889, -0.631942: 42.0382654, -0.631942: 42.11065733, -0.54936381: 42.19513815, -0.49156115: 42.23100388, -0.43599968",https://gem.wiki/Zaragoza–Huesca_Gas_Pipeline,,
Sapusgaskanda Oil Pipeline,"Ceylon Petroleum Corporation, 100.00%",operating,Sri Lanka,Oil,,,"6.962805,79.957020:6.940560,79.846406",https://www.gem.wiki/Sapusgaskanda_Oil_Pipeline,"50,000.00",BOE/d
Sapusgaskanda Oil Pipeline Expansion,Ceylon Petroleum Corporation,proposed,Sri Lanka,Oil,,,Capacity expansion only,https://www.gem.wiki/Sapusgaskanda_Oil_Pipeline,"50,000.00",BOE/d
Malmoe–Stenungsund Gas Pipeline,"Swedegas, 100.00%",operating,Sweden,Gas,,,"55.6, 13.008: 55.7, 13.19; 55.7, 13.19: 55.87, 12.833; 55.87, 12.833: 56.045707, 12.69; 56.045707, 12.69: 56.2, 12.556; 56.2, 12.556: 56.24, 12.86; 56.24, 12.86: 56.505, 13.046; 56.505, 13.046: 56.67, 12.86; 56.67, 12.86: 56.9, 12.5; 56.9, 12.5: 57.1, 12.25; 57.1, 12.25: 57.709, 11.96; 57.709, 11.96: 58.06, 11.83",https://www.gem.wiki/Malmoe%E2%80%93Stenungsund_Gas_Pipeline,,
Halmstad-Gilaved Gas Pipeline,"Swedegas, 100.00%",operating,Sweden,Gas,,,"56.67, 12.86: 56.97, 13.26;56.97, 13.26: 57.29, 13.54",https://www.gem.wiki/Halmstad-Gilaved_Gas_Pipeline,,
Halmstad–Gilaved Gas Pipeline,,operating,Sweden,Gas,,,"56.67, 12.86: 56.97, 13.26",https://gem.wiki/Halmstad–Gilaved_Gas_Pipeline,,
Malmoe–Trelleborg Gas Pipeline,,operating,Sweden,Gas,,,"55.6, 13.008: 55.37, 13.15",https://gem.wiki/Malmoe–Trelleborg_Gas_Pipeline,,
Transitgas Gas Pipeline,"Eni S.p.A., Swissgas",operating,Switzerland,Gas,,,"47.4844171,7.4412555:47.3842641,7.9300085;47.5591321,7.8861815:47.3842641,7.9300085:47.3554691,7.9630035:47.0839371,8.1083705:46.7236422,8.1138205:46.4537231,8.3492965",https://www.gem.wiki/Transitgas_Gas_Pipeline,"260,078.35",BOE/d
Taichung-Datan Gas Pipeline,"China National Petroleum Corporation, 100.00%",operating,Taiwan,Gas,,,"24.0093002,120.6809998:24.0955009,120.6809998:24.1553001,120.6809998:24.2148991,120.697998:24.2411995,120.7149963:24.2674999,120.7310028:24.2845001,120.7369995:24.3307991,120.7360001:24.3484001,120.7699966:24.3721008,120.7959976:24.4165993,120.822998:24.4729004,120.8479996:24.4841995,120.8550034:24.5237999,120.8570023:24.5471992,120.8560028:24.5559006,120.862999:24.5718994,120.862999:24.5883007,120.8690033:24.6023006,120.8720016:24.6207008,120.875:24.6455002,120.8860016:24.6702995,120.8889999:24.6991997,120.9089966:24.7134991,120.9309998:24.7385006,120.9520035:24.7422009,120.9690018:24.7817993,121.0159988:24.8875999,121.0189972:24.8994007,121.0390015:24.9295998,121.1429977:24.9314995,121.1880035:24.9013004,121.2710037:24.9051991,121.2910004:24.9442005,121.2900009:25.0046005,121.3030014:25.0366993,121.2639999:25.0774994,121.2470016:25.0697994,121.2080002:25.0648994,121.1829987:25.0492992,121.1340027:25.0386009,121.1060028:25.0366993,121.0419998:25.0366993,121.0439987:25.0375996,121.0410004",https://www.gem.wiki/Taichung-Datan_Gas_Pipeline,"74,127.70",BOE/d
Taichung-Wuxi Gas Pipeline,"China National Petroleum Corporation, 100.00%",construction,Taiwan,Gas,,,"24.254841,120.495334:24.191158,120.797513",https://www.gem.wiki/Taichung-Wuxi_Gas_Pipeline,"49,475.93",BOE/d
Tongxiao-Taoyuan Gas Pipeline,"China National Petroleum Corporation, 100.00%",proposed,Taiwan,Gas,,,"24.492572,120.669223:25.005000,121.284826",https://www.gem.wiki/Tongxiao-Taoyuan_Gas_Pipeline,,
Yong'an-Tongxiao Gas Pipeline,"China National Petroleum Corporation, 100.00%",operating,Taiwan,Gas,,,"22.5860996,120.3850021:22.5301991,120.3349991;22.8644009,120.276001:22.8066998,120.2089996:22.7663002,120.2779999;24.5503006,120.8430023:24.3840008,120.7320023:24.2605,120.6429977:24.1835995,120.6399994:24.1359005,120.5830002:24.0711994,120.5270004:23.9831009,120.4499969:23.9459991,120.4179993:23.9235992,120.3939972:23.8717003,120.3740005:23.8013,120.375:23.6618996,120.3580017:23.6093998,120.3840027:23.5869007,120.3949966:23.5354996,120.4400024:23.5086994,120.4589996:23.4731007,120.4710007:23.3785,120.4489975:23.3451004,120.4229965:23.2936993,120.3600006:23.2371006,120.302002:23.2173996,120.2730026:23.1882,120.2529984:23.1135998,120.2160034:22.9813004,120.2259979:22.9048996,120.2570038:22.8635998,120.276001:22.7663994,120.2779999:22.7105007,120.3310013:22.6562996,120.3659973:22.5874004,120.3860016:22.5382004,120.4800034",https://www.gem.wiki/Yongan-Tongxiao_Gas_Pipeline,"183,767.74",BOE/d
Yong'an-Nankan Gas Pipeline,"China National Petroleum Corporation, 100.00%",operating,Taiwan,Gas,,,"22.5296001,120.3359985:22.5879002,120.3880005:22.6562004,120.3679962:22.7113991,120.3320007:22.7201004,120.322998:22.7810993,120.3130035:22.8426991,120.3099976:22.8945999,120.3059998:22.9573002,120.2919998:22.9867992,120.2839966:23.0289001,120.2809982:23.1210003,120.2659988:23.1930008,120.2529984:23.1947994,120.3150024:23.1993008,120.3359985:23.2073994,120.3509979:23.2203999,120.3610001:23.3498993,120.3539963:23.4741001,120.3550034:23.6072006,120.3560028:23.6615009,120.3580017:23.6884003,120.3809967:23.7154007,120.401001:23.7542,120.4189987:23.7954998,120.4280014:23.8286991,120.4309998:23.8705997,120.4369965:23.9164009,120.4520035:23.9894009,120.4729996:24.0128002,120.4860001:24.0540009,120.5169983:24.1338005,120.5839996:24.1828003,120.6419983:24.2586002,120.6439972:24.4377995,120.7689972:24.4743004,120.7269974:24.4927006,120.7440033:24.4986992,120.7659988:24.5025005,120.7870026:24.4993,120.8730011:24.5025005,120.9000015:24.5107002,120.9169998:24.5291004,120.9280014:24.559,120.9400024:24.5683002,120.9520035:24.6909008,120.9889984:24.7700996,121.0039978:24.8449001,121.0879974:24.8985996,121.1289978:24.9326992,121.163002:24.9787006,121.2659988:24.9944,121.3190002:25.0522995,121.288002",https://www.gem.wiki/Yong%27an-Nankan_Gas_Pipeline,,
Yong'an-Pingdong Gas Pipeline,"China National Petroleum Corporation, 100.00%",operating,Taiwan,Gas,,,"22.810466,120.207810:22.631648,120.452764",https://www.gem.wiki/Yong%27an-Pingdong_Gas_Pipeline,,
Dushanbe-Moscow Pipeline,,operating,"Tajikistan, Turkmenistan, Uzbekistan, Russia",Gas,,,"38.46825831,68.7861944:37.7253229,67.27575225:39.62264418,64.8261969:41.25139323,60.41016165:42.99730231,57.69582814:44.98360504,54.7800917:47.47472873,53.47240679:50.03006533,48.53998061:55.767378,37.693013",http://bit.ly/2RNwb6V,,
Mtwara–Dar es Salaam Gas Pipeline,"China National Petroleum Corporation, Tanzania Petroleum Development Corporation",operating,Tanzania,Gas,,,"-10.3110203,40.1624934:-8.3858965,39.2648784:-6.7961626,39.1934664",https://www.gem.wiki/Mtwara%E2%80%93Dar_es_Salaam_Gas_Pipeline,"134,180.55",BOE/d
Tazama Oil Pipeline,"Government of Zambia, 66.70%, Government of Tanzania, 33.30%",operating,"Tanzania, Zambia",Oil,,,"-6.7600789,39.2582702:-8.8525067,33.4753417:-9.3948712,32.0031738:-10.260870,31.2231445:-14.509144,30.2453613:-15.040296,29.3884277:-14.072644,28.2348632",https://www.gem.wiki/Tazama_Oil_Pipeline,"22,000.00",BOE/d
Tazama Oil Pipeline Expansion,"Government of Zambia, 66.70%, Government of Tanzania, 33.30%",proposed,"Tanzania, Zambia",Oil,,,"-6.7600789,39.2582702:-8.8525067,33.4753417:-9.3948712,32.0031738:-10.260870,31.2231445:-14.509144,30.2453613:-15.040296,29.3884277:-14.072644,28.2348632",https://www.gem.wiki/Tazama_Oil_Pipeline,,
Arthit Field to Arthit PLEM Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"8.229687,102.489295:8.525963,102.290973",https://www.gem.wiki/Arthit_Field_to_Arthit_PLEM_Gas_Pipeline,"51,717.00",BOE/d
Arthit PLEM to Erawan Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"8.525963,102.290973:9.189046,101.265703",https://www.gem.wiki/Arthit_PLEM_to_Erawan_Gas_Pipeline,"301,682.50",BOE/d
Ban I-Tong-Ratchaburi Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"14.680663,98.369050:13.592433,99.887540",https://www.gem.wiki/Ban_I-Tong-Ratchaburi_Gas_Pipeline,"218,073.35",BOE/d
Bang Pakong-Wang Noi Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"13.714817,101.092530:14.236957,100.777552",https://www.gem.wiki/Bang_Pakong-Wang_Noi_Gas_Pipeline,"86,195.00",BOE/d
Bang Phli-Saraburi Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"13.619066,100.730697:14.522179,100.913245",https://www.gem.wiki/Bang_Phli-Saraburi_Gas_Pipeline,"46,545.30",BOE/d
Benchamas Field Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"10.231281,101.810307:9.824098,101.834365",https://www.gem.wiki/Benchamas_Field_Gas_Pipeline,"17,239.00",BOE/d
Bongot Field-Erawan Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"8.467394,102.627599:9.312977,101.271723",https://www.gem.wiki/Bongkot_Field-Erawan_Gas_Pipeline,"109,467.65",BOE/d
Erawan-Khanom Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"9.259100,101.457582:9.235512,99.857667",https://www.gem.wiki/Erawan-Khanom_Gas_Pipeline,"43,097.50",BOE/d
Erawan-Rayon Gas Pipeline 1,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"12.649392,101.158709:9.215277,101.041039",https://www.gem.wiki/Erawan-Rayong_Gas_Pipeline_1,"148,255.40",BOE/d
Erawan-Rayon Gas Pipeline 2,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"12.649392,101.158709:9.215277,101.041039",https://www.gem.wiki/Erawan-Rayong_Gas_Pipeline_2,"198,248.50",BOE/d
Erawan-Rayon Gas Pipeline 3,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"12.649392,101.158709:9.215277,101.041039",https://www.gem.wiki/Erawan-Rayong_Gas_Pipeline_3,"327,541.00",BOE/d
Nam Phong Field-Nam Phong Power Plant Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"16.720492,102.802202:16.690074,102.804681",https://www.gem.wiki/Nam_Phong_Field-Nam_Phong_Power_Plant_Gas_Pipeline,"24,134.60",BOE/d
North Pailin-Pailin Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"9.256636,101.073394:9.364357,101.167943",https://www.gem.wiki/North_Pailin-Pailin_Gas_Pipeline,"51,717.00",BOE/d
Pailin Field-Erawan Field Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"9.256636,101.073394:9.944247,101.272586",https://www.gem.wiki/Pailin_Field-Erawan_Field_Gas_Pipeline,"34,478.00",BOE/d
Plathong Field Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"7.744482,103.265126:8.297928,102.796826",https://www.gem.wiki/Plathong_Field_Gas_Pipeline,"43,097.50",BOE/d
Ratchaburi-Wang Noi Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"13.577567,99.582475:14.238949,100.727235",https://www.gem.wiki/Ratchaburi-Wang_Noi_Gas_Pipeline,"68,956.00",BOE/d
Rayong to Nonthaburi to North Bangkok Power Plant to South Bangkok Power Plant Gas Pipeline,"PTT Public Company Limited, 100.00%",construction,Thailand,Gas,,,"12.7093922,101.1349254:13.8619071,100.4709484",https://www.gem.wiki/Rayong_to_Nonthaburi_to_North_Bangkok_Power_Plant_to_South_Bangkok_Power_Plant_Gas_Pipeline,,
Rayong-Bang Pakong 1 Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"12.702678,101.271891:13.718820,101.092535",https://www.gem.wiki/Rayong-Bang_Pakong_1_Gas_Pipeline,"93,090.60",BOE/d
Rayong-Bang Pakong 2 Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"12.702678,101.271891:13.718820,101.092535",https://www.gem.wiki/Rayong-Bang_Pakong_2_Gas_Pipeline,"113,777.40",BOE/d
Rayong-Bang Pakong 3 Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"12.702678,101.271891:13.718820,101.092535",https://www.gem.wiki/Rayong-Bang_Pakong_3_Gas_Pipeline,"60,336.50",BOE/d
Sai Noi-South Bangkok Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"14.018492,100.309297:13.732396,100.509475",https://www.gem.wiki/Sai_Noi-South_Bangkok_Gas_Pipeline,"81,023.30",BOE/d
Sinphuhorm-Nam Phong Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"16.679228,102.737605:16.679659,102.741988",https://www.gem.wiki/Sinphuhorm-Nam_Phong_Gas_Pipeline,"27,582.40",BOE/d
Tantawan Field Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"10.386575,101.269924:11.054079,101.238425",https://www.gem.wiki/Tantawan_Field_Gas_Pipeline,"51,717.00",BOE/d
TTM Gas Separation Plant-Chana Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"7.191301,100.595181:6.994540,100.739929",https://www.gem.wiki/TTM_Gas_Separation_Plant-Chana_Gas_Pipeline,"49,993.10",BOE/d
Wang Noi-Kaeng Khoi Gas Pipeline,"PTT Public Company Limited, 100.00%",operating,Thailand,Gas,,,"14.199672,100.697684:14.576282,100.9990133",https://www.gem.wiki/Wang_Noi-Kaeng_Khoi_Gas_Pipeline,"89,642.80",BOE/d
Bang Pa-in-Kamphaeng Phet-Phichit Oil Pipeline,PTT Public Company Limited,operating,Thailand,Oil,,,"14.252288,100.606092:16.507768,100.103259",https://www.gem.wiki/Bang_Pa-in-Kamphaeng_Phet-Phichit_Oil_Pipeline,"154,985.00",BOE/d
Chachoengsao-Nonthaburi Gas Pipeline,PTT Public Company Limited,proposed,Thailand,Gas,,,"13.687083,101.068787:13.860178,100.521761",https://www.gem.wiki/Chachoengsao-Nonthaburi_Gas_Pipeline,,
Map Ta Phut-Si Racha Oil Pipeline,PTT Public Company Limited,operating,Thailand,Oil,,,"12.677207,101.141553:13.167108,100.922809",https://www.gem.wiki/Map_Ta_Phut-Si_Racha_Oil_Pipeline,"182,538.00",BOE/d
Northeast Thailand Oil Pipeline,PTT Public Company Limited,construction,Thailand,Oil,,,"14.553249,100.825905:16.046463,102.776153",https://www.gem.wiki/Northeast_Thailand_Oil_Pipeline,,
Si Racha-Saraburi Oil Pipeline,PTT Public Company Limited,operating,Thailand,Oil,,,"13.166690,100.923410:14.506117,100.918072",https://www.gem.wiki/Si_Racha-Saraburi_Oil_Pipeline,"447,735.00",BOE/d
Ratchaburi-Wang Noi Gas Pipeline Expansion,PTT Public Company Limited,construction,Thailand,Gas,,,Capacity expansion only,https://www.gem.wiki/Ratchaburi-Wang_Noi_Gas_Pipeline,"137,912.00",BOE/d
Isan Gas Pipeline,PTT Public Company Limited,proposed,Thailand,Gas,,,"16.690074,102.804681:14.969537,102.12970",https://www.gem.wiki/Isan_Gas_Pipeline,,
Northeast Thailand Oil Pipeline Laos Extension,PTT Public Company Limited,construction,Thailand,Oil,,,"16.046463,102.776153:17.897366,102.636587",https://www.gem.wiki/Northeast_Thailand_Oil_Pipeline,,
RA6-Ratchaburi Gas Pipeline,PTT Public Company Limited,construction,Thailand,Gas,,,Unavailable,https://www.gem.wiki/RA6-Ratchaburi_Gas_Pipeline,,
Angelin Gas Pipeline,"BP, 100.00%",operating,Trinidad and Tobago,Gas,,,"9.843067,-60.230957:10.025670,-60.511764",https://www.gem.wiki/Angelin_Gas_Pipeline,"103,434.00",BOE/d
Cross Island Pipeline,"The National Gas Company of Trinidad and Tobago, 100.00%",operating,Trinidad and Tobago,Gas,,,"10.048251,-61.2662147:10.032161,-61.9419367",https://www.gem.wiki/Cross_Island_Pipeline,"413,736.00",BOE/d
ECMA Development Gas Pipeline,"Royal Dutch Shell, 50.00%, Chevron, 50.00%",operating,Trinidad and Tobago,Gas,,,"10.146464,-60.112066:10.078327,-61.2690517",https://www.gem.wiki/ECMA_Development_Gas_Pipeline,"47,407.25",BOE/d
NCMA Development Gas Pipeline,"Royal Dutch Shell, 45.88%, Petroleum Company of Trinidad and Tobago Limited, 19.50%, Eni S.p.A., 17.31%, Suncor Energy, 17.31%",operating,Trinidad and Tobago,Gas,,,"10.962998,-61.7684717:10.379449,-61.936494",https://www.gem.wiki/North_Coast_Marine_Area_Development_Pipeline,,
Inter-Caribbean Natural Gas Pipeline,"Beowulf Energy, 30.00%, First Reserve, 30.00%, Guardian Holdings, 15.00%, Trinidad and Tobago Unit Trust Corporation, 15.00%, National Gas Company of Trinidad and Tobago, 10.00%",cancelled,"Trinidad and Tobago, Barbados, Martinique, Guadeloupe",Gas,,,"11.186715,-60.731123:16.238257,-61.5386537",https://www.gem.wiki/Inter-Caribbean_Natural_Gas_Pipeline,,
Tobago Gas Pipeline,National Gas Company of Trinidad and Tobago,operating,Trinidad and Tobago,Gas,,,"11.149654,-60.792514:10.950175,-60.541207",https://www.gem.wiki/Tobago_Gas_Pipeline,"20,514.41",BOE/d
Dragon Gas Pipeline,"National Gas Company of Trinidad and Tobago, Royal Dutch Shell, Petróleos de Venezuela",proposed,"Trinidad and Tobago, Venezuela",Gas,,,"11.155043,-61.9076372:11.208932,-61.639851",https://www.gem.wiki/Dragon_Gas_Pipeline,"51,717.00",BOE/d
South Tunisia Gas Project Pipeline,"Entreprise Tunisienne d'Activités Pétrolières, 50.00%, OMV, 50.00%",operating,Tunisia,Gas,,,"30.9884,10.0333:31.56,9.77:33.29,9.68:34.328,10.097:34.325,10.132",https://www.gem.wiki/South_Tunisia_Gas_Project_pipeline,"60,464.08",BOE/d
Samsun–Ceyhan Pipeline,"Eni S.p.A., Çalık Holding, Rosneft, Transneft",cancelled,Turkey,Oil,,,"41.126465,37.287771:40.317814,36.555657:38.480499,36.497995:38.019951,36.494407:37.576362,36.351986:37.372281,36.097347:37.028939,35.814537",https://www.gem.wiki/Samsun%e2%80%93Ceyhan_Pipeline,"1,500,000.00",BOE/d
Nabucco Gas Pipeline,"BOTAŞ, Bulgarian Energy Holding, MOL Group, OMV, Government of Romania",cancelled,"Turkey, Bulgaria, Romania, Austria, Hungary",Gas,,,"41.0315562,43.4732945:40.4739492,42.3800685:40.1388212,38.0403835:38.8844431,35.8320455:39.9706302,32.9096395:40.3735751,29.6521505:40.2982031,27.0538405:41.9872341,26.7723365:43.8138911,25.9538125:43.6153691,25.4868505:43.1522691,24.3936675:45.7552281,21.9656465:46.1219541,20.2682155:48.2860831,16.8733975",https://www.gem.wiki/Nabucco_Gas_Pipeline,"513,530.50",BOE/d
Turkey-Greece-Italy Interconnector Gas Pipeline (ITGI),"Public Gas Corporation of Greece, Edison S.p.A.",operating,"Turkey, Greece",Gas,,,"40.2152939,28.3434944:40.2782159,27.6128604:40.9972916,27.5166874:41.1205824,25.3877454",https://www.gem.wiki/Interconnector_Turkey-Greece-Italy_(ITGI),"182,220.50",BOE/d
Tesla Gas Pipeline,,cancelled,"Turkey, Greece, Serbia, Hungary, Austria",Gas,,,"41.4035613,27.3408724:39.6182322,21.8333014:44.3669488,20.6687075:47.2381412,19.2734005:48.1986617,16.3618105",https://www.gem.wiki/Tesla_Gas_Pipeline,"447,268.50",BOE/d
Ceyhan-Kırıkkale Oil Pipeline,"BOTAŞ, 100.00%",operating,Turkey,Oil,,,"36.868023,35.917069:37.031205,35.811400:37.763823,34.124313:38.367474,34.022257:39.183366,33.113344:39.550372,33.119707:39.839645,33.481228",https://www.gem.wiki/Ceyhan_K%C4%B1r%C4%B1kkale_Oil_Pipeline,"96,986.00",BOE/d
Western Turkey Pipeline System,"North Atlantic Treaty Organization, 100.00%",operating,Turkey,Oil,,,Unavailable,https://www.gem.wiki/Western_Turkey_Pipeline_System,,
Eastern Turkey Pipeline System,"North Atlantic Treaty Organization, 100.00%",operating,Turkey,Oil,,,Unavailable,https://www.gem.wiki/Eastern_Turkey_Pipeline_System,,
Anamur to North Cyprus Gas Pipeline,,proposed,"Cyprus, Turkey",Gas,,,"36.068310,32.868000:35.356076,33.100935",https://www.gem.wiki/Anamur_to_North_Cyprus_Gas_Pipeline,,
Kipi-Komotini Pipeline,DEPA,operating,"Turkey, Greece",Gas,,,"40.36880801025558,29.71951538666118:40.18812308866118,27.06472094730614:40.66982000539579,26.64504628682194:41.00204537395261,24.21060137774377",https://www.gem.wiki/Kipi-Komotini_Pipeline,,
Erzurum-Sivas Pipeline,,operating,Turkey,Gas,,,"39.902925,41.266947:39.749167,37.016849",https://www.gem.wiki/Erzurum-Sivas_Pipeline,,
Izmit-Eregli Pipeline,BOTAŞ,operating,Turkey,Gas,,,"40.716301,30.4479008:40.7817993,30.5583:40.9171982,31.4563007:41.1512985,31.4741993",https://www.gem.wiki/Izmit-Eregli_Pipeline,,
