project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
Hüttenwerke Krupp Mannesmann (HKM) steel plant,,"Thyssenkrupp Steel Europe AG 50%, Salzgitter Mannesmann GmbH 30%, Vallourec Tubes SAS 20%",Hüttenwerke Krupp Mannesmann GmbH (HKM),private,North Rhine-Westphalia,Germany,Western Europe,operating,5600,5600,integrated_BF,"BF, BOF",https://www.gem.wiki/H%C3%BCttenwerke_Krupp_Mannesmann_(HKM)_steel_plant,51.371279,6.72331
AG der Dillinger Hüttenwerke steel plant,,"SHS - Stahl-Holding-Saar 49.02%, ArcelorMittal 28.66%, Saarstahl 8.07%, other 14.25%",AG der Dillinger Hüttenwerke,private,Saarland,Germany,Western Europe,operating,2800,2800,integrated_BF,"BF, BOF",https://www.gem.wiki/AG_der_Dillinger_H%C3%BCttenwerke_steel_plant,49.353884,6.746603
Salzgitter Flachstahl steel plant,,Salzgitter Group,Salzgitter Flachstahl GmbH,private,Lower Saxony,Germany,Western Europe,operating,4600,4600,integrated_BF,"BF, BOF",https://www.gem.wiki/Salzgitter_Flachstahl_steel_plant,52.161794,10.409371
ArcelorMittal Eisenhüttenstadt steel plant,,ArcelorMittal,ArcelorMittal Eisenhüttenstadt GmbH,private,Brandenburg,Germany,Western Europe,operating,2400,2400,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Eisenh%C3%BCttenstadt_steel_plant,52.168649,14.623473
ArcelorMittal Bremen steel plant,,ArcelorMittal,ArcelorMittal Bremen GmbH,private,Bremen,Germany,Western Europe,operating,4000,4000,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Bremen_steel_plant,53.133305,8.688193
ArcelorMittal Hamburg steel plant,,ArcelorMittal,ArcelorMittal Hamburg GmbH,private,Hamburg,Germany,Western Europe,operating,1100,700,integrated_DRI,"DRI, EAF",https://www.gem.wiki/ArcelorMittal_Hamburg_steel_plant,53.522601,9.900749
ArcelorMittal Duisburg steel plant,,ArcelorMittal,ArcelorMittal Duisburg,private,North Rhine-Westphalia,Germany,Western Europe,operating,1500,N/A,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Duisburg_steel_plant,51.462987,6.744612
Kehler Baden Steel Works,Badische Stahlwerke (German),Kehler Group,Badische Stahlwerke AG,private,Baden-Württemberg,Germany,Western Europe,operating,2300,N/A,electric,EAF,https://www.gem.wiki/Kehler_Baden_Steel_Works,48.595058,7.821633
Riva Brandenburg Electric Steel Works,Brandenburg Elektrostahlwerke (German),Riva Forni Elettrici S.p.A. (Riva Group),Brandenburger Elektrostahlwerke GmbH,private,Brandenburg,Germany,Western Europe,operating,1700,N/A,electric,EAF,https://www.gem.wiki/Riva_Brandenburg_Electric_Steel_Works,52.402617,12.496135
Riva Hennigsdorfer Electric Steel Works,Hennigsdorfer Elektrostahlwerke (German),Riva Forni Elettrici S.p.A. (Riva Group),Hennigsdorf Electric Steelworks GmbH,private,Brandenburg,Germany,Western Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Riva_Hennigsdorfer_Electric_Steel_Works,52.650903,13.212683
Saarstahl Völklingen Steelmaking Plant,,Saarstahl AG,Saarstahl Group,private,Saarland,Germany,Western Europe,operating,2700,2700,integrated_BF,"BF, BOF",https://www.gem.wiki/Saarstahl_V%C3%B6lklingen_Steelmaking_Plant,49.247635,6.848662
Salzgitter Peiner Träger steel plant,,Salzgitter Group,Peiner Träger GmbH,private,Lower Saxony,Germany,Western Europe,operating,1800,N/A,electric,EAF,https://www.gem.wiki/Salzgitter_Peiner_Tr%C3%A4ger_steel_plant,52.313935,10.258482
CSN Stahlwerk Thüringen steel plant,,CSN Group,Stahlwerk Thüringen,private,Thuringia,Germany,Western Europe,operating,1100,N/A,electric,EAF,https://www.gem.wiki/CSN_Stahlwerk_Th%C3%BCringen_steel_plant,50.654574,11.43745
Algerian Qatari Steel plant,الجزائرية القطرية للصلب (Arabic),"Qatar Steel International (QSI) 49%, SIDER 46%, National Investment Fund (FNI) 5%",Algerian Qatari Steel (AQS),state-owned,Jijel,Algeria,Northern Africa,operating,2200,2500,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Algerian_Qatari_Steel_plant,36.753961,6.24442
Sider El Hadjar steel plant,مركب الحجار للحديد والصلب (Arabic),Algerian government,Groupe Industriel Sider,state-owned,Annaba,Algeria,Northern Africa,operating,1800,1200,integrated_BF,"BF, EAF",https://www.gem.wiki/Sider_El_Hadjar_steel_plant,36.795924,7.707633
Tosyali Algerie steel plant,Tosyali Algérie (French),Tosyali Holding,Tosyali Algeria,private,Oran,Algeria,Northern Africa,operating,3550,2500,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Tosyali_Algerie_steel_plant,35.770912,-0.263031
ETRHB steel plant,,ETRHB Industries,ETRHB Haddad Group,private,Annaba,Algeria,Northern Africa,proposed,1150,unknown,electric,EAF,https://www.gem.wiki/ETRHB_steel_plant,36.834412,7.45494
Egyptian American Steel Rolling Company plant,بشاي للصلب (Arabic),Beshay Steel,Egyptian American Steel Rolling Company S.A.E. (EASRCo),private,Menofia,Egypt,Northern Africa,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Egyptian_American_Steel_Rolling_Company_plant,30.389174,30.571894
Egyptian Iron & Steel Company plant,شركة الحديد والصلب المصرية (Arabic),Metallurgical Industries Holding,Egyptian Iron & Steel Company,state-owned,Cairo,Egypt,Northern Africa,operating,2100,1400,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/Egyptian_Iron_%26_Steel_Company_plant,29.774458,31.312013
Egyptian Sponge Iron and Steel Company plant,الشركة المصرية للحديد الإسفنجي و الصلب (Arabic),Beshay Steel,Egyptian Sponge Iron and Steel Company S.A.E. (ESISCo),private,Menofia,Egypt,Northern Africa,operating,3000,2000,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Egyptian_Sponge_Iron_and_Steel_Company_plant,30.393079,30.58773
Al-Ezz Dekheila Steel plant,العز الدخيلة للصلب - الاسكندرية (Arabic),"Ezz Steel 55%, Other 27%, Government of Egypt 11%, Social Insurance Fund for Government Employees 6%, Government Pension Fund 1%",Al Ezz Dekheila Steel Company,mixture,Alexandria,Egypt,Northern Africa,operating,3000,2320,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Al-Ezz_Dekheila_Steel_plant,31.123467,29.80987
Ezz Flat Steel plant,حديد عز (Arabic),"Ezz Steel 64%, other 36%",Al Ezz Flat Steel,private,Suez,Egypt,Northern Africa,operating,1300,1900,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Ezz_Flat_Steel_plant,29.692045,32.322117
Ezz Steel Rebar plant,حديد عز (Arabic),"Ezz Steel 99%, other 1%",Ezz Steel,private,Menofia,Egypt,Northern Africa,operating,1000,N/A,electric,EAF,https://www.gem.wiki/Ezz_Steel_Rebar_plant,30.382179,30.563029
Suez Steel Solb Misr plant,شركة السويس للصلب (Arabic),LITAT Group,"Suez Steel Co., Egypt.",private,Suez,Egypt,Northern Africa,operating,2050,1950,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Suez_Steel_Solb_Misr_plant,29.923176,32.466587
ArcelorMittal Asturias (Gijón) steel plant,,ArcelorMittal,ArcelorMittal Asturias,private,Asturias,Spain,Southern Europe,operating,5000,5000,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Asturias_(Gij%C3%B3n)_steel_plant,43.525092,-5.731926
ArcelorMittal Sestao steel plant,,ArcelorMittal,ArcelorMittal,private,Biscay,Spain,Southern Europe,operating,2400,N/A,electric,EAF,https://www.gem.wiki/ArcelorMittal_Sestao_steel_plant,43.313144,-2.998964
Acerinox Europa steel plant,,Acerinox,"Acerinox Europa, S.A.U.",private,Cádiz,Spain,Southern Europe,operating,1067,N/A,electric,EAF,https://www.gem.wiki/Acerinox_Europa_steel_plant,36.181686,-5.426626
Grupo Gallardo Siderurgica Balboa steel plant,,Grupo Gallardo Balboa,Siderurgica Balboa SA,private,Badajoz,Spain,Southern Europe,operating,1300,N/A,electric,EAF,https://www.gem.wiki/Grupo_Gallardo_Siderurgica_Balboa_steel_plant,38.326405,-6.767326
Celsa Barcelona steel plant,,Celsa Group,Celsa Barcelona,private,Barcelona,Spain,Southern Europe,operating,2400,N/A,electric,EAF,https://www.gem.wiki/Celsa_Barcelona_steel_plant,41.454855,1.980107
Riva Siderurgica Sevillana steel plant,,Riva Forni Elettrici S.p.A. (Riva Group),Siderurgica Sevillana SA,private,Sevilla,Spain,Southern Europe,operating,2070,N/A,electric,EAF,https://www.gem.wiki/Riva_Siderurgica_Sevillana_steel_plant,37.362968,-5.886865
ArcelorMittal Olaberria steel plant,,ArcelorMittal,ArcelorMittal,private,Gipuzkoa,Spain,Southern Europe,operating,1450,N/A,electric,EAF,https://www.gem.wiki/ArcelorMittal_Olaberria_steel_plant,43.03829,-2.219625
Derba Midroc Tossa Steel plant,,Derba Midroc,Derba MIDROC (Mohammed International Development Research and Organization Companies),private,Amhara,Ethiopia,Sub-Saharan Africa,proposed,1300,unknown,electric,EAF,https://www.gem.wiki/Derba_Midroc_Tossa_Steel_plant,11.690168,37.963367
SSAB Raahe steel plant,,SSAB,SSAB Raahe,private,North Ostrobothnia,Finland,Northern Europe,operating,2600,2600,integrated_BF,"BF, BOF",https://www.gem.wiki/SSAB_Raahe_steel_plant,64.651111,24.418544
Outokumpu Tornio steel plant,,Outokumpu,Outokumpu,private,Lapland,Finland,Northern Europe,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Outokumpu_Tornio_steel_plant,65.767115,24.176472
ArcelorMittal Dunkerque steel plant,,ArcelorMittal,ArcelorMittal Atlantique et Lorraine,private,Haus-de-France,France,Western Europe,operating,6700,7000,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Dunkerque_steel_plant,51.041274,2.292948
ArcelorMittal Méditerranée Fos sur Mer steel plant,,ArcelorMittal,ArcelorMittal Méditerranée,private,Provence-Alpes-Côte d'Azur,France,Western Europe,operating,5300,5300,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_M%C3%A9diterran%C3%A9e_Fos_sur_Mer_steel_plant,43.43283,4.887166
ArcelorMittal Florange steel plant,,ArcelorMittal,ArcelorMittal,private,Grand Est,France,Western Europe,mothballed,3200,3200,integrated_BF,"BF, BOF",https://www.gem.wiki/ArcelorMittal_Florange_steel_plant,49.331722,6.143107
Tata Steel Port Talbot steel plant,,Tata Group,Tata Steel,private,South Wales,United Kingdom,Northern Europe,operating,3300,3300,integrated_BF,"BF, BOF",https://www.gem.wiki/Tata_Steel_Port_Talbot_steel_plant,51.577368,-3.783013
Scunthorpe Integrated Iron & Steel Works,,Jingye Group,British Steel,private,England,United Kingdom,Northern Europe,operating,2800,236.8,integrated_BF,"BF, BOF",https://www.gem.wiki/Scunthorpe_Integrated_Iron_%26_Steel_Works,53.580827,-0.616509
Celsa Steel UK plant,,Celsa Group,Celsa Steel UK,private,Wales,United Kingdom,Northern Europe,operating,1200,N/A,electric,EAF,https://www.gem.wiki/Celsa_Steel_UK_plant,51.472502,-3.157583
GFG Liberty Steel Rotherham plant,,GFG Alliance,Liberty Specialty Steels,private,England,United Kingdom,Northern Europe,operating,1200,N/A,electric,EAF,https://www.gem.wiki/GFG_Liberty_Steel_Rotherham_plant,53.450712,-1.323025
GFG Liberty Steel Newport plant,,GFG Alliance,Liberty Steel,private,Wales,United Kingdom,Northern Europe,operating,1000,N/A,electric,EAF,https://www.gem.wiki/GFG_Liberty_Steel_Newport_plant,51.557289,-2.962704
Rustavi Metallurgical Plant,შპს რუსთავის ფოლადი (Georgian),Rustavi Steel LLC,Rustavi Steel LLC,private,Kvemo Kartli,Georgia,Western Asia,operating,1570,725,integrated_BF,"BF, BOF, EAF, IF",https://www.gem.wiki/Rustavi_Metallurgical_Plant,41.531645,45.02663
ISD Dunaferr steel plant,,Dunaferr Company Group,ISD Dunaferr,private,Fejér,Hungary,Eastern Europe,operating,1600,1300,integrated_BF,"BF, BOF",https://www.gem.wiki/ISD_Dunaferr_steel_plant,46.945694,18.93863
Gunung Raja Paksi steel plant,,Gunung Steel Group,PT Gunung Raja Paksi Tbk,private,West Java,Indonesia,South-eastern Asia,operating,2800,2800,integrated_BF,"BF, BOF",https://www.gem.wiki/Gunung_Raja_Paksi_steel_plant,-6.282658,107.117683
Jakarta Prima Steel Industries plant,,PT Jakarta Prima Steel Industries,PT Jakarta Prima Steel Industries,private,Jakarta,Indonesia,South-eastern Asia,operating,1000,unknown,electric,EAF,https://www.gem.wiki/Jakarta_Prima_Steel_Industries_plant,-6.181643,106.932331
Krakatau Steel plant,,"Republic of Indonesia 80%, Public 20%",PT Krakatau Nippon Steel (Persero) Tbk.,state-owned,Banten,Indonesia,South-eastern Asia,operating,2400,1350,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Krakatau_Steel_plant,-6.007021,106.001766
KS Posco steel plant,,"PT Krakatau Steel (Persero) Tbk, Indonesia, POSCO Korea","PT Krakatau Steel (Persero) Tbk, Indonesia, POSCO Korea",mixture,Banten,Indonesia,South-eastern Asia,operating,3000,3000,integrated_BF,"BF, BOF",https://www.gem.wiki/KS_Posco_steel_plant,-5.998661,105.99866
CNR Mandan Steel plant,,CNR Group Holdings Pte. Ltd.,"PT Mandan Steel 51%, others 49%",private,South Kalimantan,Indonesia,South-eastern Asia,operating,1000,1000,integrated_BF,"BF, BOF",https://www.gem.wiki/CNR_Mandan_Steel_plant,-3.339296,115.927125
Dexin Steel Morowali plant,,"PT Indonesia Morowali Industrial Park and Tsingshan Holding Group Co. (90%), Hanwa Co. (10%)",PT Dexin Steel Indonesia,private,Central Sulawesi,Indonesia,South-eastern Asia,operating,3500,3500,integrated_BF,"BF, BOF",https://www.gem.wiki/Dexin_Steel_Morowali_plant,-2.829514,122.174896
Shaanxi Iron and Steel Indonesia plant,,"Shaanxi Provincial People's Government State-owned Assets Supervision and Administration Commission 89.16%, Shaanxi Province People's Government 10.84%","Shaanxi Iron and Steel Group Co., Ltd.",state-owned,unknown,Indonesia,South-eastern Asia,proposed,7500,7500,integrated_BF,"BF, BOF",https://www.gem.wiki/Shaanxi_Iron_and_Steel_Indonesia_plant,-4.138431, 104.994091
JSW Odisha steel plant,,JSW Steel,Bhushan Power & Steel Ltd.,private,Odisha,India,Southern Asia,operating,3500,2190,integrated_BF_and_DRI,"BF, BOF, DRI, EAF",https://www.gem.wiki/JSW_Odisha_steel_plant,21.763989,84.022529
Tata Steel Angul steel plant,,Tata Steel,Tata Steel BSL Ltd.,private,Odisha,India,Southern Asia,operating,5600,5600,integrated_BF_and_DRI,"BF, DRI, EAF",https://www.gem.wiki/Tata_Steel_Angul_steel_plant,20.796053,85.260382
BMM Ispat steel plant,,BMM Group,BMM Ispat Ltd.,private,Karnataka,India,Southern Asia,operating,2300,1445,integrated_BF_and_DRI,"BF, BOF, DRI, EAF",https://www.gem.wiki/BMM_Ispat_steel_plant#External_articles,15.16972,76.37971
Essar Steel India Limited steel plant,,"ArcelorMittal 60%, Nippon Steel Corporation 40%",Essar Steel India Limited,private,Gujarat,India,Southern Asia,operating,10000,10200,integrated_BF_and_DRI,"BF, DRI, EAF",https://www.gem.wiki/Essar_Steel_India_Limited_steel_plant,21.112377,72.647304
Jayaswal Neco Industries steel plant,,Jayaswal Neco Industries Limited,Jayaswal Neco Industries Limited,private,Maharashtra,India,Southern Asia,operating,1000,1000,integrated_BF_and_DRI,"BF, BOF, DRI",https://www.gem.wiki/Jayaswal_Neco_Industries_steel_plant,21.118112,79.005585
JSPL Angul steel plant,,Jindal Group,Jindal Steel & Power Ltd.,private,Odisha,India,Southern Asia,operating,6000,6117.516,integrated_BF_and_DRI,"BF, BOF, DRI",https://www.gem.wiki/JSPL_Angul_steel_plant,20.884896,84.991539
JSPL Raigarh steel plant,,Jindal Group,Jindal Steel & Power Ltd.,private,Chhattisgarh,India,Southern Asia,operating,3600,3445,integrated_BF_and_DRI,"BF, DRI, EAF",https://www.gem.wiki/JSPL_Raigarh_steel_plant,21.922703,83.347178
JSW Steel Dolvi steel plant,,JSW Group,JSW Steel,private,Maharashtra,India,Southern Asia,operating,5000,4500,integrated_BF_and_DRI,"BF, BOF, DRI, EAF",https://www.gem.wiki/JSW_Steel_Dolvi_steel_plant,18.690312,73.035902
JSW Steel Salem steel plant,,JSW Group,JSW Steel,private,Tamil Nadu,India,Southern Asia,operating,1000,599.5961516,integrated_BF,"BF, BOF, EAF",https://www.gem.wiki/JSW_Steel_Salem_steel_plant,11.814912,77.918465
JSW Steel Vijayanagar steel plant,,JSW Group,JSW Steel,private,Karnataka,India,Southern Asia,operating,12000,2800,integrated_BF_and_DRI,"BF, BOF, DRI, EAF",https://www.gem.wiki/JSW_Steel_Vijayanagar_steel_plant,15.180423,76.663134
JSW Steel Jharkhand steel plant,,JSW Group,JSW Steel,private,Jharkhand,India,Southern Asia,proposed,10000,10000,integrated_unknown,unknown,https://www.gem.wiki/JSW_Steel_Jharkhand_steel_plant,23.636116,85.317183
JSW Steel Bengal steel plant,,JSW Group,JSW Steel,private,West Bengal,India,Southern Asia,proposed,10000,10000,integrated_unknown,unknown,https://www.gem.wiki/JSW_Steel_Bengal_steel_plant,22.575726,87.310258
NMDC Nagarnar steel plant,,Government of India,NMDC Ltd.,state-owned,Chhattisgarh,India,Southern Asia,construction,3000,3000,integrated_BF,"BF, BOF",https://www.gem.wiki/NMDC_Nagarnar_steel_plant,19.0931901,82.1678809
SAIL IISCO steel plant,,Government of India,SAIL (Steel Authority of India Ltd.),state-owned,West Bengal,India,Southern Asia,operating,2500,2700,integrated_BF,"BF, BOF",https://www.gem.wiki/SAIL_IISCO_steel_plant,23.673236,86.926179
SAIL Bhilai steel plant,,Government of India,SAIL (Steel Authority of India Ltd.),state-owned,Chhattisgarh,India,Southern Asia,operating,6425,4700,integrated_BF,"BF, BOF, THF",https://www.gem.wiki/SAIL_Bhilai_steel_plant,21.185157,81.394207
SAIL Bokaro steel plant,,Government of India,SAIL (Steel Authority of India Ltd.),state-owned,Jharkhand,India,Southern Asia,operating,4500,4295,integrated_BF,"BF, BOF",https://www.gem.wiki/SAIL_Bokaro_steel_plant,23.671677,86.10687
SAIL Durgapur steel plant,,Government of India,SAIL (Steel Authority of India Ltd.),state-owned,West Bengal,India,Southern Asia,operating,2200,2450,integrated_BF,"BF, BOF",https://www.gem.wiki/SAIL_Durgapur_steel_plant,23.54843,87.245247
SAIL Rourkela steel plant,,Government of India,SAIL (Steel Authority of India Ltd.),state-owned,Odisha,India,Southern Asia,operating,4200,4500,integrated_BF,"BF, BOF",https://www.gem.wiki/SAIL_Rourkela_steel_plant,22.210804,84.86895
Tata Steel Jamshedpur steel plant,,Tata Steel,Tata Steel,private,Jharkhand,India,Southern Asia,operating,10000,33895.2381,integrated_BF,"BF, BOF",https://www.gem.wiki/Tata_Steel_Jamshedpur_steel_plant,22.788598,86.1996
Tata Steel Kalinganagar steel plant,,Tata Steel,Tata Steel,private,Odisha,India,Southern Asia,operating,3000,10168.57143,integrated_BF,"BF, BOF",https://www.gem.wiki/Tata_Steel_Kalinganagar_steel_plant,20.970411,86.015211
Vizag Steel plant,,Government of India,Rashtriya Ispat Nigam Ltd.,state-owned,Andhra Pradesh,India,Southern Asia,operating,7300,7500,integrated_BF,"BF, BOF",https://www.gem.wiki/Vizag_Steel_plant,17.612846,83.191918
ArcelorMittal Karnataka steel plant,,ArcelorMittal,ArcelorMittal,private,Karnataka,India,Southern Asia,proposed,6000,6000,integrated_unknown,unknown,https://www.gem.wiki/ArcelorMittal_Karnataka_steel_plant,15.139498,76.918417
Mass Global Investment Group Bazyan steel plant,شرکات مجموعة ماس (Arabic),Mass Group Holding Ltd (MGH),Mass Iron and Steel Industry Co,private,Kurdistan,Iraq,Western Asia,operating,1250,N/A,electric,EAF,https://www.gem.wiki/Mass_Global_Investment_Group_Bazyan_steel_plant,35.660125,45.039062
Esfahan Steel plant,شرکت ذوب آهن اصفهان (‎Persian),National Iranian Steel Company (NISCO; Government of Iran),Esfahan Steel Company,state-owned,Isfahan,Iran,Southern Asia,operating,4600,4200,integrated_DRI,"BOF, DRI, EAF",https://www.gem.wiki/Esfahan_Steel_plant,32.418304,51.331314
Hormuzgan Steel Company plant,شرکت فولاد هرمزگان (‎Persian),National Iranian Steel Company (NISCO; Government of Iran),Hormuzgan Steel Company,state-owned,Hormozgan,Iran,Southern Asia,operating,1500,1650,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Hormuzgan_Steel_Company_plant,27.164518,56.094358
Khorasan Steel Complex,مجتمع فولاد خراسان (سهامی عام) (‎Persian),National Iranian Steel Company (NISCO; Government of Iran),Khorasan Steel Complex Co.,mixture,Razavi Khorasan,Iran,Southern Asia,operating,1500,1800,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Khorasan_Steel_Complex,36.343459,58.673691
Khouzestan Steel plant,شرکت فولاد خوزستان (‎Persian),"National Iranian Steel Company (NISCO; Government of Iran) 40%, other 60%",Khouzestan Steel Company,state-owned,Khuzestan,Iran,Southern Asia,operating,3600,4000,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Khouzestan_Steel_plant,30.429452,49.093818
Mobarakeh Steel Complex,شرکت فولاد مبارکه (‎Persian),National Iranian Steel Company (NISCO; Government of Iran),Mobarakeh Steel Company,state-owned,Isfahan,Iran,Southern Asia,operating,10000,5000,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Mobarakeh_Steel_Complex,32.238827,51.424746
Natanz Steel Company plant,شرکت فولاد نطنز (‎Persian),Natanz Steel Company,Natanz Steel Company,private,Isfahan,Iran,Southern Asia,operating,1000,1500,integrated_DRI,"DRI, EAF",https://www.gem.wiki/Natanz_Steel_Company_plant,33.428593,51.982273
