project,status,owner,operator,output,size,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Baroud Coal Mine,operating,Coal india,South Eastern Coalfields Limited,2.7,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Baroud_coal_mine,22.2678,83.3457
Barsingsar Mine,operating,Neyveli Lignite Corporation,,1.4,53,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Barsingsar_coal_mine,27.4859,73.112
Basundhara (West) Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),1.8,52,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Basundhara_coal_mines,22.059284,83.7304
Batura Coal Mine,proposed,Coal India,South Eastern Coalfields Limited (SECL),3.7,36,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Batura_coal_mine,23.209521,81.639831
Belpahar Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),7.5,42,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Belpahar_coal_mine,21.75,83.8417
Bharatpur Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),4.8,113,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Bharatpur_coal_mine#Location,20.95753,85.128911
Bhatadi Coal Mine,operating,Coal India,Western Coalfields Limited,1.5,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bhatadi_Mine,20.0708,79.2507
Bhubaneswari Coal Mine,proposed,Coal India,Mahanadi Coalfields Limited (MCL),19.2,365,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bhubaneswari_coal_mine,20.961693,85.160099
Bhubaneswari Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),28,365,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bhubaneswari_coal_mine,20.961693,85.160099
Bijari Coal Mine,operating,Coal India,South Eastern Coalfields Limited,1.7,18,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bijari_coal_mine,20.1528,83.2133
Bina Coal Mine,operating,Coal India,Northern Coalfields Limited (NCL),7.5,,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Bina_coal_mine,24.1483,82.7476
Block II (BOCP) Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",1.7,112,Bituminous,met,underground_and_surface,,India,South Asia,https://www.gem.wiki/Block_II_mines,23.75722302,86.79445561
Block-B Coal Mine,operating,Coal India,Northern Coalfields Limited (NCL),5.5,88,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Block_B_coal_mine,24.17502419,82.56028175
Chakla Coal Mine,proposed,Aditya Birla Group,Hindalco Industries (HIL),5.3,76,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Chakla_coal_mine,23.733245,84.816684
Chandragupta Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),15,,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Chandragupta_coal_mine,23.9,85.03333
Chhal Coal Mine,operating,Coal India,South Eastern Coalfields Limited,1.5,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Chhal_OC_coal_mine,22.0926,83.1278
Chirimiri Coal Mine,operating,Coal India,South Eastern Coalfields Limited,1.1,320,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Chirimiri_coal_mines,23.1795,82.3384
Chitra East Coal Mine,operating,Coal India,Eastern Coalfieds Limited,2.1,60,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Chitra_coal_mine,24.119,86.8636
Chotia Coal Mine,operating,Vedanta Group,BALCO,1,5,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Chotia_OC_coal_mine,22.8556,82.5372
Churcha Coal Mine,operating,Coal India,South Eastern Coalfields Limited,1.6,,Subbituminous,thermal,underground,,India,South Asia,https://www.gem.wiki/Churcha_coal_mine,23.3342,82.52
Cluster 10 (ECL) Coal Mines,operating,Coal India,Eastern Coalfields Limited (ECL),7.7,,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._10_(ECL),23.625769,87.17567
Cluster 11 (BCCLl) Coal Mines,operating,Coal India,Bharat Coking Coal Limited (BCCL),5,492,Bituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._11_(BCCL),23.760309,86.406811
Cluster 11 (ECL) Coal Mines,operating,Coal India,Eastern Coalfields Limited (ECL),9.1,,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._11_(ECL)#Mine_Details,23.650379,87.183894
Cluster 12 (ECL) Coal Mines,operating,Coal India,Eastern Coalfields Limited (ECL),19.2,,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._12_(ECL)#Mine_Details,23.695257,87.23123
Cluster 2 (BCCL) Coal Mines,operating,Coal India,Bharat Coking Coal Limited (BCCL),15.6,356,Bituminous,thermal_and_met,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._2_(BCCL),23.781738,86.227241
Cluster 6 (BCCL) Coal Mines,operating,Coal India,Bharat Coking Coal Limited (BCCL),5.9,151,Bituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._6_(BCCL),23.80394,86.377176
Cluster 7 (BCCL) Coal Mines,operating,Coal India,Bharat Coking Coal Limited (BCCL),5,,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._7_(BCCL),23.773116,86.399933
Cluster 8 (BCCL) Coal Mines,operating,Coal India,Bharat Coking Coal Limited (BCCL),5.6,149,Bituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._8_(BCCL),23.757283,86.43476
Cluster 9 (BCCL) Coal Mines,operating,Coal India,Bharat Coking Coal Limited (BCCL),6.6,665,Bituminous,thermal_and_met,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._9_(BCCL),23.729089,86.4431996
Cluster 9 (ECL) Coal Mines,operating,Coal India,Eastern Coalfields Limited (ECL),6.3,,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Cluster_No._9_(ECL),23.650069,87.071513
Dabor Coal Mine,operating,Coal india,Eastern Coalfieds Limited,1,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._3_(ECL),23.7895,86.9173
Dhanpuri Coal Mine,operating,Coal India,South Eastern Coalfields Limited,1.2,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Dhanpuri-Amlai_coal_mine,23.1541,81.5843
Dhanpuri-Amlai Coal Mine,operating,Coal India,South Eastern Coalfields Limited (SECL),5,41,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Dhanpuri-Amlai_coal_mine,23.158187,81.566508
Dhirauli Coal Mine,proposed,Adani Group,Stratatech Mineral Resources,3,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Dhirauli_coal_mine,23.936115,82.317817
Dhori Group Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),8.5,99,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,23.771152,85.994712
Dipka Coal Mine,operating,Coal India,South Eastern Coalfields Limited (SECL),25.2,975,Lignite,thermal,surface,2725,India,South Asia,https://www.gem.wiki/Dipka_coal_mine,22.345077,82.544192
Dudhichua Coal Mine,operating,Coal India,Northern Coalfields Limited (NCL),17.7,320,Subbituminous,thermal,surface,3018,India,South Asia,https://www.gem.wiki/Dudhichua_coal_mine,24.16474,82.67287
Dudhichua Coal Mine,proposed,Coal India,Northern Coalfields Limited (NCL),2,320,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Dudhichua_coal_mine,24.16474,82.67287
Dulanga Coal Mine,proposed,National Thermal Power Corporation,National Thermal Power Corporation,7,152,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Dulanga_coal_mine,21.951705,83.807564
Dulanga Coal Mine,operating,National Thermal Power Corporation (NTPC),National Thermal Power Corporation,1.5,152,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Dulanga_coal_mine,21.4347,83.7985
Dumri Coal Mine,proposed,Aditya Birla Group,Hindalco Industries (HIL),1,46,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Dumri_coal_mine,23.902661,85.052562
Durgapur Coal Mine,operating,Coal India,Western Coalfields Limited,2.1,47.27,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Durgapur_Mine,20.0081,79.2989
Ena Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",1.7,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._7_(BCCL),23.7568,86.4094
Gare Palma I Opencast Coal Mine,proposed,Gujarat State Electricity Corporation,Gujarat State Electricity Corporation,15,427,Subbituminous,thermal,surface,2775,India,South Asia,https://www.gem.wiki/Gare_Palma_I_coal_mine,22.11866,83.53358
Gare Palma IV 1 Coal Mine,proposed,Jindal Group,Jindal Steel & Power (JSPL),6,159,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Gare_Palma_IV_coal_mines,22.11866,83.53358
Gare Palma IV 2&3 Coal Mine,operating,Coal India,South Eastern Coalfields Limited,2.7,187,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Gare_Palma_IV_coal_mines,22.1199,83.5362
Gare Palma IV 7 Coal Mine,proposed,Sarda Energy and Minerals,Sarda Energy and Minerals,1,60,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Gare_Palma_IV_coal_mines,22.11866,83.53358
Gare Palma IV 8 Coal Mine,proposed,Holcim,Ambuja Cements,1.2,12,Lignite,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Gare_Palma_IV_coal_mines,22.11866,83.53358
Garjanbahal Coal Mine,proposed,Coal India,Mahanadi Coalfields Limited (MCL),7.2,230,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Garjanbahal_coal_mine,22.034519,83.74266
Garjanbahal Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),7.6,230,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Garjanbahal_coal_mine,22.034519,83.74266
Gaurandih Begunia Coal Mine,operating,Coal india,Eastern Coalfieds Limited,1,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._4_(ECL),23.805,87.02553
Gevra Coal Mine,operating,Coal India,South Eastern Coalfields Limited (SECL),41.0,1338,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Gevra_coal_mine,22.336312,82.545748
Gokul Coal Mine,operating,Coal India,Western Coalfields Limited,1.9,13.74,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Gokul_Mine,20.6726,79.2972
Gondegaon-Ghatrohana Coal Mine,operating,Coal India,Western Coalfields Limited (WCL),3.5,29,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Gondegaon_mine,21.26629731,79.19242476
Gondulpara Coal Mine,proposed,Adani Group,Adani Group,4,117,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Gondulpara_coal_mine,23.838673,85.305604
Gourangdih ABC Coal Mine,proposed,West Bengal Mineral Development and Trading Corporation,West Bengal Mineral Development and Trading Corporation,2.5,24,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Gourangdih_ABC_Coal_Mine,23.815331,86.994805
Gouthamkhani Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),4,71.01,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Gouthamkhani_coal_mine,17.2615,80.3738
Hingula-II Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),6.6,494,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Hingula_II_coal_mine,20.966051,85.01637
Indaram Coal Mine Project,proposed,Coal India,Singareni Collieries Company Limited (SCCL),1.5,28,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Indaram_coal_mine,18.775,79.46666667
"Integrated Belpahar, Lakhanpur, Lilari Coal Mine",proposed,Coal India,Mahanadi Coalfields Limited (MCL),10,1262,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Integrated_Belpahar-Lakhanpur-Lilari_Project,21.771004,83.854397
Itapara Coal Mine,proposed,Coal India,Eastern Coalfields Limited (ECL),4,,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._4_(ECL),23.650069,87.071513
Jagannath Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),3.5,26,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Jagannath_coal_mine,20.949857,85.147665
Jagannathpur Coal Mine,proposed,Powerplus Traders,Powerplus Traders,3.5,56,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Jagannathpur_OC_coal_mine,23.35611,83.19555
Jamkhani Coal Mine,proposed,Vedanta,Vedanta,2.6,114,Bituminous,met,surface,,India,South Asia,https://www.gem.wiki/Jamkhani_mine,22.105539,83.592888
Jampali Coal Mine,operating,Coal India,South Eastern Coalfields Limited,2.2,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Jampali_coal_mine,22.2843,83.3025
Jawaharkhani 5 Coal Mine ,operating,Coal India,Singareni Collieries Company Limited (SCCL),3.4,24,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Jawahar_Khani-5_coal_mine,17.5783,80.3225
Jayant Coal Mine,proposed,Coal India,Northern Coalfields Limited (NCL),5,283,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Jayant_coal_mine,24.1583,82.6546
Jayant Coal Mine,operating,Coal India,Northern Coalfields Limited (NCL),19.5,283,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Jayant_coal_mine,24.1583,82.6546
Jhanjhara Coal Mine,operating,Coal India,Eastern Coalfields Limited,3.5,,Subbituminous,thermal,underground,,India,South Asia,https://www.gem.wiki/Jhanjra_coal_mine,23.665321,87.313146
Jharia Division Coal Mine,operating,"Tata Group, Coal India",Tata Steel,1.2,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Jharia_coal_mine,23.7079,86.4002
Jhingurda Coal Mine,operating,Coal India,Northern Coalfields Limited,2.6,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Jhingurda_coal_mine,24.1917,82.72083
JVR I Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),3.8,262,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/JVR_coal_mine,17.208799,80.801703
JVR II Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),4.8,262,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/JVR_coal_mine,17.095459,80.454338
Kakatiyakhani Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),6.6,40,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Kakatiya_Khani_coal_mines,18.447541,79.8551
Kakri Coal Mine,operating,Coal India,Northern Coalfields Limited,2,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Kakri_coal_mine,24.1709,82.7562
Kalyaneswari Coal Mine,proposed,Coal India,Bharat Coking Coal Limited,4,52,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._17_(BCCL),23.768816,86.843796
Kalyani Khani Coal Mine,operating,Coal India,Singareni Collieries Company Limited,1.8,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Kalyani_Khani_coal_mine,19.01,79.4651
Kaniha Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),7.5,659,Subbituminous,thermal,surface,1392,India,South Asia,https://www.gem.wiki/Talcher_coal_mines,21.095844,85.079292
Kapurdi Coal Mine,operating,"JSW Energy (49%), Rajasthan State Minerals and Mining (51%)",Barmer Lignite Mining Company,4.5,130,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Kapurdi_mine#Mine_Details,25.9423,71.344253
Karanpura Dewarkhand Hesalong (KDH) Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),4.5,165,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Karanpura_coal_mines,23.66446,85.000819
Karo Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),3.3,107,Bituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,23.791654,85.973236
Karo Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),15,107,Bituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,23.791654,85.973236
Khadia Coal Mine,operating,Coal India,Northern Coalfields Limited (NCL),13.2,297,Subbituminous,thermal,surface,2050,India,South Asia,https://www.gem.wiki/Khadia_coal_mine,24.1318,82.7144
Khairagura Coal Mine,operating,Coal India,Singareni Collieries Company Limited,2.6,67,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Khairagura_coal_mine,19.2458,79.2854
Khottadih Coal Mine,operating,Coal India,Eastern Coalfieds Limited,1.2,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Khottadih_coal_mine,23.725456,87.238525
KOCP Kuya Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",1.9,,Subbituminous,thermal,underground,,India,South Asia,https://www.gem.wiki/Cluster_No._8_(BCCL),23.7363,86.4498
Konar Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),3.5,116,Bituminous,thermal_and_met,surface,,India,South Asia,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,24.155314,86.303182
Konar Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),15,116,Bituminous,thermal_and_met,surface,,India,South Asia,https://www.gem.wiki/Bokaro_and_Kargali_coal_mines,24.155314,86.303182
Koyagudem Coal Mines,operating,Coal India,Singareni Collieries Company Limited (SCCL),3.5,111.98,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Koyagudem_coal_mine,17.6258,80.4845
Krishnashila Coal Mine,operating,Coal India,Northern Coalfields Limited (NCL),7,99,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Krishnashila_coal_mine,24.12435195,82.74250031
Kulda Coal Mine,proposed,Coal India,Mahanadi Coalfields Limited (MCL),5,328,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Kulda_coal_mine,22.033526,83.734846
Kulda Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),13.6,328,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Kulda_coal_mine,22.033526,83.734846
Kusmunda Coal Mine,operating,Coal India,South Eastern Coalfields Limited (SECL),42.3,957,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Kusmunda_coal_mine,22.332635,82.666666
Lajkura Coal Mine,operating,Coal India,Mahanadi Coalfields Limited,2.8,300,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Ib_Valley_coal_mines,21.3214,83.9007
Lakhanpur Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),21,1263,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Lakhanpur_coal_mine,21.7451,83.8401
Lingaraj Coal Mine,operating,Coal India,Mahanadi Coalfields Limited (MCL),14,321,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Lingaraj_coal_mine,20.960432,85.200747
Madan Nagar Block Coal Mine,proposed,Coal India,South Eastern Coalfields Limited (SECL),12,123,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Madan_Nagar_coal_mine,23.392303,83.211612
Magadh Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),5.2,351,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Magadh_Amrapali_coal_mines,23.889479,85.00171
Mahan II Coal Mine,operating,Coal India,South Eastern Coalfields Limited,2,14,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Mahan-II_OC_coal_mine,23.3654,83.2264
Makardhokra III Coal Mine,operating,Coal India,Western Coalfields Limited (WCL),4.1,19,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Dinesh_Mine,20.8764,79.2235
Makardhorka I Coal Mine,operating,Coal India,Western Coalfields Limited,2,22.74,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Makardhokra-I_coal_mine,20.8565,79.2544
Mangrol Valia Coal Mine,operating,Government of Gujarat,Gujarat Industries Power Company,3.1,170,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Mangrol_Valia_coal_mine,21.4167,73.1
Manikpur Coal Mine,operating,Coal India,SECL,4.9,102,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Manikpur_coal_mine,22.325,82.7416
Manuguru II Coal Mine,operating,Coal India,Singareni Collieries Company Limited (SCCL),6.3,245,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Manuguru_OC-II_coal_mine,17.945463,80.776822
Manuguru IV Coal Mine,operating,Coal India,Singareni Collieries Company Limited,1.8,59,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Manuguru_OC-IV_coal_mine,17.976,80.8346
Mata No Madh Coal Mine,operating,Gujarat Mineral Development Corporation,Gujarat Mineral Development Corporation,2.9,29,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Mata_No_Madh_Lignite_Mine,23.510726,68.958531
Medipalli Coal Mine,operating,Coal India,Singareni Collieries Company Limited,1.1,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Medipalli_Coal_Mine,18.7993,79.4652
Mohanpur Coal Mine,operating,Coal India,Eastern Coalfieds Limited,1,6,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Mohanpur_coal_mine,23.7867,86.951
Moher Amlohri Coal Mine,operating,Reliance Power,Sasan Power,18.7,575,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Moher-Amlori_Extension_coal_mine,24.135,82.599444
Mugoli Nirguda Coal Mine,operating,Coal India,Western Coalfields Limited (WCL),4.4,46,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Mugoli_Nirguda_Mine,19.894046,79.115559
Muraidih Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",1,19,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Muraidih_mines,23.808,86.2389
N.T.S.T. Jeenagora Coal Mine,operating,Coal India,"Bharat Coking Coal Limited,",2.5,150,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Tisra_South_Tisra_(NTST)_coal_mines,23.7028,86.4403
New Akashkinaree Coal Mines,operating,Coal India,"Bharat Coking Coal Limited,",1.2,17,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Cluster_No._3_(BCCL),23.8079,86.2843
New Majri Coal Mine,operating,Coal India,Western Coalfields Limited,1.2,12,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/New_Majri_coal_mine,20.129,79.0185
New Marjri II Coal Mine,operating,Coal India,Western Coalfields Limited,2.5,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/New_Majri_II_A_coal_mine,20.1157,79.0347
Neyveli I A Coal Mine,operating,Neyveli Lignite Corporation,,3,150,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Neyveli_I_coal_mine,11.57352,79.51781
Neyveli I Coal Mine,operating,Neyveli Lignite Corporation (NCL India Limited),Neyveli Lignite Corporation (NCL India Limited),8,150,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Neyveli_I_coal_mine,11.571182,79.503738
Neyveli II Coal Mine,operating,Neyveli Lignite Corporation (NCL India Limited),Neyveli Lignite Corporation (NCL India Limited),12.5,398,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Neyveli_II_coal_mine,11.520268,79.475537
Neyveli III Coal Mine,proposed,Neyveli Lignite Corporation (NCL India Limited),Neyveli Lignite Corporation (NCL India Limited),11.5,387,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Neyveli_III_coal_mine,11.516278,79.429398
Nigahi Coal Mine,proposed,Coal India,Northern Coalfields Limited (NCL),2.3,483,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Nigahi_Coal_Mine,24.135,82.599444
Nigahi Coal Mine,operating,Coal India,Northern Coalfields Limited (NCL),19.6,483,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Nigahi_Coal_Mine,24.135,82.599444
Niljai Coal Mine ,operating,Coal India,Western Coalfields Limited (WCL),3.9,45,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Niljai_Coal_Mine,19.9957,79.0825
"North Tisra, South Tisra Coal Mine",proposed,Coal India,Bharat Coking Coal Limited,6,150,Lignite,thermal,surface,1708,India,South Asia,https://www.gem.wiki/North_Tisra_South_Tisra_(NTST)_coal_mines,23.729089,86.4431996
North Urimari Birsa Coal Mine,proposed,Coal India,Central Coalfields Limited (CCL),4.2,81,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Urimari_Birsa_coal_mine,23.701948,85.293923
North Urimari Birsa Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),2.8,81,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Urimari_Birsa_coal_mine,23.701948,85.293923
North Urimari Coal Mine,operating,Coal India,Central Coalfields Limited (CCL),1,143,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/North_Urimari_Birsa_coal_mine,23.6931,85.3132
Pachhwara (North) Coal Mine,operating,The West Bengal Power Development Corporation Limited,The West Bengal Power Development Corporation Limited,15,398,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Pachhwara_(North)_coal_mine,24.474744,87.476437
Pachhwara (South) Coal Mine,proposed,Neyveli Lignite Corporation (NCL India Limited),Neyveli Lignite Corporation (NCL India Limited),11,263,Subbituminous,thermal,surface,1288,India,South Asia,https://www.gem.wiki/Pachwara_(South)_coal_mine,24.500218,87.483347
Padmapur Coal Mine,operating,Coal India,Western Coalfields Limited,1.1,10.9,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Padmapur_coal_mine,20.5,79.3417
Pakri Barwadih Coal Mine,operating,National Thermal Power Corporation,National Thermal Power Corporation,9.4,642,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Pakri_Barwadih_Mine,23.881918,85.233799
Palayamkotai & South Of Veller Coal Mine,proposed,Neyveli Lignite Corporation (NCL India Limited),Neyveli Lignite Corporation (NCL India Limited),11.5,,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Palayamkotai_%26_South_of_Veller_coal_project,8.719489,77.731771
Parbatpur Coal Mine,proposed,"Oil and Natural Gas Corporation Limited (33%), Coal India (33%), SAIL (33%)","Oil and Natural Gas Corporation Limited, Coal India Limited, SAIL",1.8,228,Subbituminous,thermal,underground_and_surface,,India,South Asia,https://www.gem.wiki/Parbatpur_coal_mine,20.7152778,86.375
Parsa East And Kanta Basan Coal Mine,operating,Rajasthan Rajya Vidyut Utpadan Nigam,Adani Mining,15,452,Lignite,thermal,surface,,India,South Asia,https://www.gem.wiki/Parsa_East_and_Kanta_Basan_coal_mine,22.83795,82.81401
Pauni II Coal Mine,operating,Coal India,Western Coalfields Limited,2.1,,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Pauni-II_coal_mine,19.79217481,79.36826405
Penganga Coal Mine,proposed,Coal India,Western Coalfields Limited (WCL),1.8,37,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Pengagna_coal_mine,19.862222,79.139166
Penganga Coal Mine,operating,Coal India,Western Coalfields Limited (WCL),6.3,37,Subbituminous,thermal,surface,,India,South Asia,https://www.gem.wiki/Pengagna_coal_mine,19.862222,79.139166
